provinsi,tahun,bulan,suhu_rata_c,suhu_max_c,suhu_min_c,curah_hujan_mm,kelembapan_pct,kec_angin_ms,sumber,nama_bulan
Jawa Tengah,2019,5,27.91,31.7,24.69,35.9,74.61,3.5,Open-Meteo ERA5,Mei
Jawa Tengah,2019,6,28.03,33.1,23.96,10.6,64.07,4.41,Open-Meteo ERA5,Juni
Jawa Tengah,2019,7,27.65,33.05,23.57,20.0,61.81,5.13,Open-Meteo ERA5,Juli
Jawa Tengah,2019,8,27.84,33.72,23.7,4.5,59.48,5.46,Open-Meteo ERA5,Agustus
Jawa Tengah,2019,9,28.35,34.45,24.06,5.4,59.53,6.15,Open-Meteo ERA5,September
Jawa Tengah,2019,10,29.2,34.67,24.65,10.9,60.32,5.85,Open-Meteo ERA5,Oktober
Jawa Tengah,2019,11,28.6,33.35,24.8,70.0,71.1,4.31,Open-Meteo ERA5,November
Jawa Tengah,2019,12,27.21,30.14,24.86,218.2,84.13,3.69,Open-Meteo ERA5,Desember
Jawa Tengah,2020,1,26.7,29.0,24.61,451.1,85.65,4.95,Open-Meteo ERA5,Januari
Jawa Tengah,2020,2,26.43,28.69,24.58,292.2,86.62,5.25,Open-Meteo ERA5,Februari
Jawa Tengah,2020,3,26.76,29.41,24.58,250.0,86.32,3.94,Open-Meteo ERA5,Maret
Jawa Tengah,2020,4,27.16,30.15,24.87,112.9,84.2,3.27,Open-Meteo ERA5,April
Jawa Tengah,2020,5,27.72,30.94,25.26,121.8,80.55,3.77,Open-Meteo ERA5,Mei
Jawa Tengah,2020,6,28.08,32.33,24.48,29.0,70.3,3.93,Open-Meteo ERA5,Juni
Jawa Tengah,2020,7,28.3,33.68,24.02,38.6,63.45,4.47,Open-Meteo ERA5,Juli
Jawa Tengah,2020,8,28.45,34.0,24.49,36.4,64.32,5.08,Open-Meteo ERA5,Agustus
Jawa Tengah,2020,9,28.43,33.53,24.39,74.8,67.07,4.62,Open-Meteo ERA5,September
Jawa Tengah,2020,10,27.91,32.2,24.75,148.4,73.68,4.11,Open-Meteo ERA5,Oktober
Jawa Tengah,2020,11,27.49,31.13,24.6,157.6,79.9,3.64,Open-Meteo ERA5,November
Jawa Tengah,2020,12,26.12,28.59,24.13,331.7,86.35,5.05,Open-Meteo ERA5,Desember
Jawa Tengah,2021,1,25.71,27.76,24.07,292.4,87.84,5.03,Open-Meteo ERA5,Januari
Jawa Tengah,2021,2,25.59,27.55,23.99,364.0,87.43,6.55,Open-Meteo ERA5,Februari
Jawa Tengah,2021,3,26.27,28.69,24.13,157.0,86.23,4.06,Open-Meteo ERA5,Maret
Jawa Tengah,2021,4,26.94,30.17,24.11,84.2,81.2,4.28,Open-Meteo ERA5,April
Jawa Tengah,2021,5,27.83,31.77,24.95,153.2,76.71,3.7,Open-Meteo ERA5,Mei
Jawa Tengah,2021,6,27.03,30.67,24.43,111.9,80.2,3.56,Open-Meteo ERA5,Juni
Jawa Tengah,2021,7,28.25,33.52,23.98,9.9,62.9,4.52,Open-Meteo ERA5,Juli
Jawa Tengah,2021,8,28.51,33.79,24.48,64.2,64.35,4.62,Open-Meteo ERA5,Agustus
Jawa Tengah,2021,9,28.4,33.37,24.71,59.2,67.2,4.52,Open-Meteo ERA5,September
Jawa Tengah,2021,10,28.16,32.64,24.59,121.2,71.58,4.13,Open-Meteo ERA5,Oktober
Jawa Tengah,2021,11,26.4,29.44,24.18,246.4,85.47,3.34,Open-Meteo ERA5,November
Jawa Tengah,2021,12,26.29,29.05,24.07,302.2,86.58,4.02,Open-Meteo ERA5,Desember
Jawa Tengah,2022,1,26.0,28.57,23.74,241.8,84.77,5.34,Open-Meteo ERA5,Januari
Jawa Tengah,2022,2,26.13,28.68,23.98,236.4,84.43,5.13,Open-Meteo ERA5,Februari
Jawa Tengah,2022,3,26.38,29.15,24.13,248.5,85.97,4.08,Open-Meteo ERA5,Maret
Jawa Tengah,2022,4,26.84,30.13,24.33,118.1,81.87,3.51,Open-Meteo ERA5,April
Jawa Tengah,2022,5,26.95,30.25,24.5,173.1,82.35,3.77,Open-Meteo ERA5,Mei
Jawa Tengah,2022,6,26.4,30.2,23.39,182.7,80.6,3.4,Open-Meteo ERA5,Juni
Jawa Tengah,2022,7,27.27,31.93,23.62,74.2,71.39,4.26,Open-Meteo ERA5,Juli
Jawa Tengah,2022,8,27.93,33.0,24.0,45.7,67.61,4.24,Open-Meteo ERA5,Agustus
Jawa Tengah,2022,9,28.12,33.23,24.31,76.1,69.23,4.07,Open-Meteo ERA5,September
Jawa Tengah,2022,10,26.37,29.89,23.84,202.5,83.19,3.23,Open-Meteo ERA5,Oktober
Jawa Tengah,2022,11,26.26,29.31,23.93,353.6,85.1,3.48,Open-Meteo ERA5,November
Jawa Tengah,2022,12,26.21,29.0,23.83,215.8,83.87,4.8,Open-Meteo ERA5,Desember
Jawa Tengah,2023,1,25.91,28.47,23.72,214.0,85.68,4.85,Open-Meteo ERA5,Januari
Jawa Tengah,2023,2,25.76,27.96,23.78,302.2,85.75,6.48,Open-Meteo ERA5,Februari
Jawa Tengah,2023,3,26.23,29.05,23.72,295.7,85.0,4.01,Open-Meteo ERA5,Maret
Jawa Tengah,2023,4,26.73,29.92,24.2,178.0,83.3,3.39,Open-Meteo ERA5,April
Jawa Tengah,2023,5,27.65,31.69,24.2,66.1,74.19,3.68,Open-Meteo ERA5,Mei
Jawa Tengah,2023,6,28.17,33.09,24.17,47.5,70.33,4.08,Open-Meteo ERA5,Juni
Jawa Tengah,2023,7,28.12,33.61,23.51,18.5,63.42,4.21,Open-Meteo ERA5,Juli
Jawa Tengah,2023,8,28.29,34.47,23.71,1.8,60.87,5.65,Open-Meteo ERA5,Agustus
Jawa Tengah,2023,9,28.78,35.33,23.82,14.0,56.9,5.63,Open-Meteo ERA5,September
Jawa Tengah,2023,10,29.64,35.56,25.1,25.3,62.77,5.58,Open-Meteo ERA5,Oktober
Jawa Tengah,2023,11,28.29,32.77,24.83,110.9,77.4,4.24,Open-Meteo ERA5,November
Jawa Tengah,2023,12,27.88,31.52,24.76,111.1,77.58,3.83,Open-Meteo ERA5,Desember
Jawa Tengah,2024,1,26.81,29.91,24.42,274.1,85.97,4.14,Open-Meteo ERA5,Januari
Jawa Tengah,2024,2,26.99,29.77,24.6,247.6,85.41,4.45,Open-Meteo ERA5,Februari
Jawa Tengah,2024,3,27.23,30.35,24.81,217.4,83.68,4.94,Open-Meteo ERA5,Maret
Jawa Tengah,2024,4,27.84,31.94,25.13,194.5,82.87,3.47,Open-Meteo ERA5,April
Jawa Tengah,2024,5,29.71,34.81,25.66,29.3,66.35,3.78,Open-Meteo ERA5,Mei
Jawa Tengah,2024,6,28.4,33.55,24.57,69.8,71.53,4.24,Open-Meteo ERA5,Juni
Jawa Tengah,2024,7,28.05,33.62,23.63,36.5,64.9,4.66,Open-Meteo ERA5,Juli
Jawa Tengah,2024,8,28.45,34.62,23.56,14.0,61.87,4.99,Open-Meteo ERA5,Agustus
Jawa Tengah,2024,9,28.5,34.26,24.11,79.3,66.27,4.83,Open-Meteo ERA5,September
Jawa Tengah,2024,10,29.33,34.86,24.87,59.0,65.55,4.39,Open-Meteo ERA5,Oktober
Jawa Tengah,2024,11,27.65,31.62,25.09,287.1,81.43,3.39,Open-Meteo ERA5,November
Jawa Tengah,2024,12,26.78,29.48,24.69,302.6,86.58,4.5,Open-Meteo ERA5,Desember
Jawa Timur,2015,1,26.28,29.49,24.37,254.9,85.35,4.16,Open-Meteo ERA5,Januari
Jawa Timur,2015,2,26.19,29.29,24.07,241.1,85.64,3.35,Open-Meteo ERA5,Februari
Jawa Timur,2015,3,26.55,29.73,24.35,281.5,85.03,3.23,Open-Meteo ERA5,Maret
Jawa Timur,2015,4,26.59,29.56,24.58,287.7,85.73,2.73,Open-Meteo ERA5,April
Jawa Timur,2015,5,26.73,30.24,23.45,69.2,79.19,2.91,Open-Meteo ERA5,Mei
Jawa Timur,2015,6,27.52,31.61,23.22,5.8,68.6,3.14,Open-Meteo ERA5,Juni
Jawa Timur,2015,7,27.0,31.28,22.72,1.9,68.94,4.24,Open-Meteo ERA5,Juli
Jawa Timur,2015,8,27.22,31.98,22.61,1.6,66.13,4.39,Open-Meteo ERA5,Agustus
Jawa Timur,2015,9,28.0,33.53,22.58,0.0,61.97,4.72,Open-Meteo ERA5,September
Jawa Timur,2015,10,28.93,34.51,23.57,1.1,62.77,4.81,Open-Meteo ERA5,Oktober
Jawa Timur,2015,11,29.36,33.74,25.55,62.5,67.5,3.27,Open-Meteo ERA5,November
Jawa Timur,2015,12,27.37,30.66,25.18,262.6,81.84,3.47,Open-Meteo ERA5,Desember
Jawa Timur,2016,1,27.56,30.68,25.29,206.2,81.61,3.12,Open-Meteo ERA5,Januari
Jawa Timur,2016,2,26.64,29.37,24.86,402.9,87.59,3.13,Open-Meteo ERA5,Februari
Jawa Timur,2016,3,27.5,30.43,25.42,260.6,85.0,2.36,Open-Meteo ERA5,Maret
Jawa Timur,2016,4,27.39,30.31,25.27,227.3,84.47,2.83,Open-Meteo ERA5,April
Jawa Timur,2016,5,28.04,31.25,25.5,120.0,79.87,2.81,Open-Meteo ERA5,Mei
Jawa Timur,2016,6,27.22,30.52,24.54,136.9,80.03,2.85,Open-Meteo ERA5,Juni
Jawa Timur,2016,7,26.99,30.33,24.16,69.0,79.48,3.47,Open-Meteo ERA5,Juli
Jawa Timur,2016,8,27.66,31.43,23.96,20.1,70.87,3.59,Open-Meteo ERA5,Agustus
Jawa Timur,2016,9,28.17,32.12,24.78,107.1,72.57,3.31,Open-Meteo ERA5,September
Jawa Timur,2016,10,27.12,30.26,24.74,333.1,82.39,2.88,Open-Meteo ERA5,Oktober
Jawa Timur,2016,11,27.45,30.65,25.06,228.5,81.73,2.32,Open-Meteo ERA5,November
Jawa Timur,2016,12,26.86,29.89,24.81,233.9,84.77,3.72,Open-Meteo ERA5,Desember
Jawa Timur,2017,1,26.85,29.69,25.0,308.7,84.81,4.25,Open-Meteo ERA5,Januari
Jawa Timur,2017,2,26.56,29.52,24.52,268.3,84.57,4.38,Open-Meteo ERA5,Februari
Jawa Timur,2017,3,27.15,30.07,25.01,241.3,84.19,2.96,Open-Meteo ERA5,Maret
Jawa Timur,2017,4,27.5,29.95,25.42,158.3,83.3,3.08,Open-Meteo ERA5,April
Jawa Timur,2017,5,27.98,30.31,25.21,114.6,78.03,4.38,Open-Meteo ERA5,Mei
Jawa Timur,2017,6,27.41,29.54,25.02,113.8,79.03,4.75,Open-Meteo ERA5,Juni
Jawa Timur,2017,7,27.41,30.17,24.31,43.7,73.42,5.85,Open-Meteo ERA5,Juli
Jawa Timur,2017,8,27.59,31.19,23.69,0.3,67.61,6.64,Open-Meteo ERA5,Agustus
Jawa Timur,2017,9,28.27,31.94,24.5,16.8,68.0,6.29,Open-Meteo ERA5,September
Jawa Timur,2017,10,29.26,33.11,25.7,36.7,70.0,4.63,Open-Meteo ERA5,Oktober
Jawa Timur,2017,11,27.9,31.09,25.65,283.0,79.83,3.43,Open-Meteo ERA5,November
Jawa Timur,2017,12,27.18,29.99,25.14,241.3,83.42,3.72,Open-Meteo ERA5,Desember
Jawa Timur,2018,1,26.75,29.65,24.95,272.9,83.71,4.55,Open-Meteo ERA5,Januari
Jawa Timur,2018,2,26.34,29.3,24.48,253.0,85.5,4.45,Open-Meteo ERA5,Februari
Jawa Timur,2018,3,26.97,29.85,24.77,249.1,84.77,3.09,Open-Meteo ERA5,Maret
Jawa Timur,2018,4,27.98,30.53,25.49,88.6,80.17,3.62,Open-Meteo ERA5,April
Jawa Timur,2018,5,28.65,31.39,25.68,11.4,71.1,5.07,Open-Meteo ERA5,Mei
Jawa Timur,2018,6,28.08,31.23,24.69,30.3,71.43,5.54,Open-Meteo ERA5,Juni
Jawa Timur,2018,7,27.28,30.86,23.15,0.1,67.71,6.17,Open-Meteo ERA5,Juli
Jawa Timur,2018,8,27.04,30.67,22.94,0.2,66.55,6.19,Open-Meteo ERA5,Agustus
Jawa Timur,2018,9,27.97,31.94,23.58,4.5,65.7,6.04,Open-Meteo ERA5,September
Jawa Timur,2018,10,29.0,32.85,24.81,4.8,66.39,6.02,Open-Meteo ERA5,Oktober
Jawa Timur,2018,11,28.79,32.27,25.72,123.5,74.97,4.09,Open-Meteo ERA5,November
Jawa Timur,2018,12,27.57,30.45,25.41,235.7,82.19,3.29,Open-Meteo ERA5,Desember
Jawa Timur,2019,1,26.82,29.79,24.88,382.5,85.97,4.48,Open-Meteo ERA5,Januari
Jawa Timur,2019,2,27.05,29.82,24.99,241.3,86.0,3.21,Open-Meteo ERA5,Februari
Jawa Timur,2019,3,26.93,29.7,24.81,362.0,85.81,3.6,Open-Meteo ERA5,Maret
Jawa Timur,2019,4,27.65,30.08,25.38,202.3,83.5,3.2,Open-Meteo ERA5,April
Jawa Timur,2019,5,28.18,30.66,25.08,14.2,75.23,4.51,Open-Meteo ERA5,Mei
Jawa Timur,2019,6,27.82,31.02,23.88,1.7,69.63,5.25,Open-Meteo ERA5,Juni
Jawa Timur,2019,7,27.03,30.38,22.94,12.2,69.13,5.86,Open-Meteo ERA5,Juli
Jawa Timur,2019,8,27.2,30.84,23.23,3.9,66.81,6.48,Open-Meteo ERA5,Agustus
Jawa Timur,2019,9,27.62,31.38,23.45,2.5,66.63,6.76,Open-Meteo ERA5,September
Jawa Timur,2019,10,29.11,33.45,24.17,0.2,63.55,6.57,Open-Meteo ERA5,Oktober
Jawa Timur,2019,11,29.79,33.93,25.57,24.0,67.83,4.76,Open-Meteo ERA5,November
Jawa Timur,2019,12,28.55,32.47,25.47,168.8,78.55,3.38,Open-Meteo ERA5,Desember
Jawa Timur,2020,1,27.54,30.96,25.26,271.1,83.32,4.06,Open-Meteo ERA5,Januari
Jawa Timur,2020,2,27.0,30.11,25.02,358.4,86.41,3.81,Open-Meteo ERA5,Februari
Jawa Timur,2020,3,27.4,30.35,25.37,288.9,85.81,3.36,Open-Meteo ERA5,Maret
Jawa Timur,2020,4,27.71,29.97,25.64,245.2,84.1,3.33,Open-Meteo ERA5,April
Jawa Timur,2020,5,28.23,30.38,26.03,144.6,80.74,3.97,Open-Meteo ERA5,Mei
Jawa Timur,2020,6,27.84,30.29,24.64,18.7,75.17,5.03,Open-Meteo ERA5,Juni
Jawa Timur,2020,7,27.66,30.8,23.92,11.6,70.77,6.04,Open-Meteo ERA5,Juli
Jawa Timur,2020,8,27.86,31.13,24.21,13.7,70.42,6.16,Open-Meteo ERA5,Agustus
Jawa Timur,2020,9,28.85,32.45,24.85,0.6,66.87,6.63,Open-Meteo ERA5,September
Jawa Timur,2020,10,28.7,32.19,25.3,103.5,72.03,5.32,Open-Meteo ERA5,Oktober
Jawa Timur,2020,11,28.31,31.18,25.63,160.9,78.7,4.03,Open-Meteo ERA5,November
Jawa Timur,2020,12,26.68,29.61,24.68,371.6,85.35,3.69,Open-Meteo ERA5,Desember
Jawa Timur,2021,1,26.35,29.24,24.65,402.4,87.16,4.01,Open-Meteo ERA5,Januari
Jawa Timur,2021,2,26.28,29.33,24.38,344.8,86.79,5.29,Open-Meteo ERA5,Februari
Jawa Timur,2021,3,26.88,29.76,24.71,246.3,85.74,3.2,Open-Meteo ERA5,Maret
Jawa Timur,2021,4,27.57,30.47,24.8,108.4,80.47,3.6,Open-Meteo ERA5,April
Jawa Timur,2021,5,28.38,30.91,25.66,39.4,76.52,4.21,Open-Meteo ERA5,Mei
Jawa Timur,2021,6,27.58,29.9,25.34,133.0,81.27,4.12,Open-Meteo ERA5,Juni
Jawa Timur,2021,7,27.49,30.38,23.98,9.0,72.52,5.49,Open-Meteo ERA5,Juli
Jawa Timur,2021,8,28.19,31.56,24.4,4.7,69.94,6.24,Open-Meteo ERA5,Agustus
Jawa Timur,2021,9,28.35,31.73,24.78,38.0,70.27,6.12,Open-Meteo ERA5,September
Jawa Timur,2021,10,28.99,33.02,24.89,48.3,70.03,4.93,Open-Meteo ERA5,Oktober
Jawa Timur,2021,11,27.09,30.2,24.86,383.6,84.47,3.16,Open-Meteo ERA5,November
Jawa Timur,2021,12,26.94,30.14,24.76,338.5,85.19,3.58,Open-Meteo ERA5,Desember
Jawa Timur,2022,1,26.48,29.97,24.35,313.8,85.13,4.68,Open-Meteo ERA5,Januari
Jawa Timur,2022,2,26.3,29.6,24.22,358.8,86.21,4.43,Open-Meteo ERA5,Februari
Jawa Timur,2022,3,26.93,30.15,24.73,405.0,85.74,3.67,Open-Meteo ERA5,Maret
Jawa Timur,2022,4,27.6,30.58,24.94,174.4,82.03,3.23,Open-Meteo ERA5,April
Jawa Timur,2022,5,27.64,29.93,25.45,269.9,83.39,3.84,Open-Meteo ERA5,Mei
Jawa Timur,2022,6,27.31,29.74,24.64,100.4,80.43,4.19,Open-Meteo ERA5,Juni
Jawa Timur,2022,7,27.53,30.06,24.44,40.8,73.65,4.88,Open-Meteo ERA5,Juli
Jawa Timur,2022,8,27.93,30.99,24.34,42.1,71.0,5.85,Open-Meteo ERA5,Agustus
Jawa Timur,2022,9,28.65,32.44,24.49,21.0,68.7,5.7,Open-Meteo ERA5,September
Jawa Timur,2022,10,27.41,31.04,24.48,161.7,79.68,3.49,Open-Meteo ERA5,Oktober
Jawa Timur,2022,11,26.87,29.92,24.55,271.7,84.77,3.4,Open-Meteo ERA5,November
Jawa Timur,2022,12,26.78,29.87,24.4,256.1,84.13,4.22,Open-Meteo ERA5,Desember
Jawa Timur,2023,1,26.68,30.19,24.41,254.7,83.97,4.25,Open-Meteo ERA5,Januari
Jawa Timur,2023,2,26.23,29.63,24.41,362.1,86.39,5.49,Open-Meteo ERA5,Februari
Jawa Timur,2023,3,26.79,30.1,24.29,273.7,85.13,3.45,Open-Meteo ERA5,Maret
Jawa Timur,2023,4,27.31,30.16,25.06,243.4,83.7,3.28,Open-Meteo ERA5,April
Jawa Timur,2023,5,27.95,30.31,25.05,76.1,76.77,4.34,Open-Meteo ERA5,Mei
Jawa Timur,2023,6,28.34,31.28,24.76,3.3,72.13,4.98,Open-Meteo ERA5,Juni
Jawa Timur,2023,7,27.48,31.24,23.02,28.9,69.97,5.11,Open-Meteo ERA5,Juli
Jawa Timur,2023,8,27.52,31.16,23.14,1.1,67.19,5.78,Open-Meteo ERA5,Agustus
Jawa Timur,2023,9,28.04,32.18,22.97,0.1,63.67,6.31,Open-Meteo ERA5,September
Jawa Timur,2023,10,29.52,33.75,24.72,4.0,65.71,6.15,Open-Meteo ERA5,Oktober
Jawa Timur,2023,11,29.7,34.44,25.31,56.0,69.27,4.77,Open-Meteo ERA5,November
Jawa Timur,2023,12,28.5,32.85,24.84,175.6,76.74,3.52,Open-Meteo ERA5,Desember
Jawa Timur,2024,1,27.4,31.68,24.59,339.5,83.45,3.87,Open-Meteo ERA5,Januari
Jawa Timur,2024,2,27.11,31.18,24.69,391.5,86.76,3.49,Open-Meteo ERA5,Februari
Jawa Timur,2024,3,27.45,31.09,24.76,239.4,84.52,4.4,Open-Meteo ERA5,Maret
Jawa Timur,2024,4,28.06,31.11,25.52,225.4,83.6,3.72,Open-Meteo ERA5,April
Jawa Timur,2024,5,29.07,32.06,25.15,5.7,72.74,4.6,Open-Meteo ERA5,Mei
Jawa Timur,2024,6,28.48,31.78,24.63,33.8,72.37,4.78,Open-Meteo ERA5,Juni
Jawa Timur,2024,7,27.77,31.49,22.99,7.5,68.1,5.62,Open-Meteo ERA5,Juli
Jawa Timur,2024,8,27.9,32.14,22.68,3.7,65.61,6.22,Open-Meteo ERA5,Agustus
Jawa Timur,2024,9,28.91,33.07,24.16,11.4,65.47,5.77,Open-Meteo ERA5,September
Jawa Timur,2024,10,29.81,34.18,24.78,19.5,64.13,5.71,Open-Meteo ERA5,Oktober
Jawa Timur,2024,11,28.42,32.07,25.41,284.3,78.97,3.49,Open-Meteo ERA5,November
Jawa Timur,2024,12,27.15,30.82,25.08,426.0,85.0,3.1,Open-Meteo ERA5,Desember
Kalimantan Barat,2015,1,25.22,28.32,23.34,430.8,89.65,4.59,Open-Meteo ERA5,Januari
Kalimantan Barat,2015,2,25.38,29.0,23.11,162.3,88.54,3.21,Open-Meteo ERA5,Februari
Kalimantan Barat,2015,3,25.95,29.73,23.56,162.6,88.19,2.98,Open-Meteo ERA5,Maret
Kalimantan Barat,2015,4,26.06,29.64,23.85,310.4,90.4,2.85,Open-Meteo ERA5,April
Kalimantan Barat,2015,5,26.38,29.89,24.14,219.7,89.9,2.76,Open-Meteo ERA5,Mei
Kalimantan Barat,2015,6,26.53,30.04,24.15,187.0,87.4,2.97,Open-Meteo ERA5,Juni
Kalimantan Barat,2015,7,26.98,31.15,24.17,117.5,81.81,3.29,Open-Meteo ERA5,Juli
Kalimantan Barat,2015,8,26.68,30.84,23.93,65.2,83.39,3.35,Open-Meteo ERA5,Agustus
Kalimantan Barat,2015,9,27.12,31.64,24.19,84.3,80.5,3.37,Open-Meteo ERA5,September
Kalimantan Barat,2015,10,26.42,30.54,23.87,215.5,87.1,2.93,Open-Meteo ERA5,Oktober
Kalimantan Barat,2015,11,25.75,29.23,23.7,379.7,91.1,2.89,Open-Meteo ERA5,November
Kalimantan Barat,2015,12,26.06,29.48,23.86,294.1,89.58,3.29,Open-Meteo ERA5,Desember
Kalimantan Barat,2016,1,26.14,29.73,23.99,277.6,90.35,2.76,Open-Meteo ERA5,Januari
Kalimantan Barat,2016,2,25.92,29.12,24.04,350.6,91.55,3.01,Open-Meteo ERA5,Februari
Kalimantan Barat,2016,3,26.62,30.36,24.32,209.8,89.29,2.81,Open-Meteo ERA5,Maret
Kalimantan Barat,2016,4,26.7,30.36,24.5,269.0,90.57,2.84,Open-Meteo ERA5,April
Kalimantan Barat,2016,5,26.73,30.28,24.65,309.2,91.23,2.77,Open-Meteo ERA5,Mei
Kalimantan Barat,2016,6,26.45,29.91,24.18,228.5,88.93,2.81,Open-Meteo ERA5,Juni
Kalimantan Barat,2016,7,26.61,30.14,24.29,250.1,88.0,2.77,Open-Meteo ERA5,Juli
Kalimantan Barat,2016,8,27.32,31.3,24.69,79.0,83.71,3.4,Open-Meteo ERA5,Agustus
Kalimantan Barat,2016,9,26.56,30.4,24.14,242.9,87.53,3.27,Open-Meteo ERA5,September
Kalimantan Barat,2016,10,26.25,29.66,24.14,299.3,89.55,3.45,Open-Meteo ERA5,Oktober
Kalimantan Barat,2016,11,25.78,29.12,23.85,386.3,92.0,3.38,Open-Meteo ERA5,November
Kalimantan Barat,2016,12,26.04,29.05,24.02,333.7,90.13,4.2,Open-Meteo ERA5,Desember
Kalimantan Barat,2017,1,26.29,30.13,23.75,268.4,88.9,2.91,Open-Meteo ERA5,Januari
Kalimantan Barat,2017,2,25.57,29.19,23.09,278.9,89.21,3.2,Open-Meteo ERA5,Februari
Kalimantan Barat,2017,3,26.02,29.98,23.41,253.0,90.1,2.83,Open-Meteo ERA5,Maret
Kalimantan Barat,2017,4,26.28,30.28,23.86,304.0,91.37,2.74,Open-Meteo ERA5,April
Kalimantan Barat,2017,5,26.49,30.47,24.18,360.8,91.45,2.8,Open-Meteo ERA5,Mei
Kalimantan Barat,2017,6,26.55,30.46,23.93,236.7,89.13,2.74,Open-Meteo ERA5,Juni
Kalimantan Barat,2017,7,26.05,30.13,23.36,232.3,88.9,2.82,Open-Meteo ERA5,Juli
Kalimantan Barat,2017,8,25.72,29.5,23.39,298.4,90.23,2.92,Open-Meteo ERA5,Agustus
Kalimantan Barat,2017,9,26.11,29.82,23.67,229.2,90.03,2.67,Open-Meteo ERA5,September
Kalimantan Barat,2017,10,26.08,30.1,23.59,335.9,91.06,2.89,Open-Meteo ERA5,Oktober
Kalimantan Barat,2017,11,25.67,29.29,23.55,410.3,92.87,2.68,Open-Meteo ERA5,November
Kalimantan Barat,2017,12,25.71,28.98,23.39,337.1,90.32,3.44,Open-Meteo ERA5,Desember
Kalimantan Barat,2018,1,25.61,28.81,23.45,300.7,90.9,3.58,Open-Meteo ERA5,Januari
Kalimantan Barat,2018,2,25.69,29.62,22.92,180.0,86.82,3.29,Open-Meteo ERA5,Februari
Kalimantan Barat,2018,3,25.93,29.81,23.38,280.3,90.26,2.82,Open-Meteo ERA5,Maret
Kalimantan Barat,2018,4,26.21,30.22,23.76,243.2,90.37,2.63,Open-Meteo ERA5,April
Kalimantan Barat,2018,5,25.87,29.47,23.71,428.4,92.55,2.37,Open-Meteo ERA5,Mei
Kalimantan Barat,2018,6,26.28,30.04,23.74,173.2,90.63,2.52,Open-Meteo ERA5,Juni
Kalimantan Barat,2018,7,26.71,30.89,23.79,107.7,85.61,3.12,Open-Meteo ERA5,Juli
Kalimantan Barat,2018,8,27.1,32.1,23.83,44.2,81.35,3.17,Open-Meteo ERA5,Agustus
Kalimantan Barat,2018,9,26.11,30.48,23.34,135.7,87.43,2.86,Open-Meteo ERA5,September
Kalimantan Barat,2018,10,25.61,29.58,23.29,404.4,92.23,2.59,Open-Meteo ERA5,Oktober
Kalimantan Barat,2018,11,25.88,29.76,23.63,360.0,92.37,2.86,Open-Meteo ERA5,November
Kalimantan Barat,2018,12,25.72,29.3,23.45,369.4,92.65,3.22,Open-Meteo ERA5,Desember
Kalimantan Barat,2019,1,26.06,29.79,23.55,211.2,89.87,3.07,Open-Meteo ERA5,Januari
Kalimantan Barat,2019,2,25.8,29.78,23.35,321.6,91.68,2.5,Open-Meteo ERA5,Februari
Kalimantan Barat,2019,3,26.58,30.71,23.5,63.4,86.55,2.87,Open-Meteo ERA5,Maret
Kalimantan Barat,2019,4,26.55,30.49,24.01,265.8,90.9,2.5,Open-Meteo ERA5,April
Kalimantan Barat,2019,5,26.97,30.81,24.31,151.4,89.94,2.37,Open-Meteo ERA5,Mei
Kalimantan Barat,2019,6,26.43,30.15,24.07,197.1,90.53,2.57,Open-Meteo ERA5,Juni
Kalimantan Barat,2019,7,26.51,30.71,23.41,78.2,84.71,2.97,Open-Meteo ERA5,Juli
Kalimantan Barat,2019,8,27.04,32.2,23.62,42.2,79.74,3.32,Open-Meteo ERA5,Agustus
Kalimantan Barat,2019,9,26.69,31.97,23.42,173.7,83.33,3.09,Open-Meteo ERA5,September
Kalimantan Barat,2019,10,25.5,29.86,23.14,449.8,92.1,2.52,Open-Meteo ERA5,Oktober
Kalimantan Barat,2019,11,26.15,30.43,23.48,284.3,90.47,2.65,Open-Meteo ERA5,November
Kalimantan Barat,2019,12,25.74,29.5,23.56,416.8,92.1,2.68,Open-Meteo ERA5,Desember
Kalimantan Barat,2020,1,25.96,29.72,23.61,247.2,91.87,2.81,Open-Meteo ERA5,Januari
Kalimantan Barat,2020,2,26.1,30.17,23.42,301.6,89.97,2.64,Open-Meteo ERA5,Februari
Kalimantan Barat,2020,3,26.44,30.2,23.79,208.2,90.0,2.53,Open-Meteo ERA5,Maret
Kalimantan Barat,2020,4,26.58,30.34,24.11,291.4,90.9,2.61,Open-Meteo ERA5,April
Kalimantan Barat,2020,5,26.88,30.62,24.49,338.8,91.26,2.35,Open-Meteo ERA5,Mei
Kalimantan Barat,2020,6,26.12,29.83,23.8,307.4,91.43,2.56,Open-Meteo ERA5,Juni
Kalimantan Barat,2020,7,25.62,29.34,23.28,312.7,92.03,2.63,Open-Meteo ERA5,Juli
Kalimantan Barat,2020,8,26.36,30.45,23.7,190.4,90.0,2.45,Open-Meteo ERA5,Agustus
Kalimantan Barat,2020,9,25.72,29.6,23.43,285.4,91.47,2.59,Open-Meteo ERA5,September
Kalimantan Barat,2020,10,26.12,30.14,23.75,370.7,90.45,2.82,Open-Meteo ERA5,Oktober
Kalimantan Barat,2020,11,25.71,29.37,23.58,495.9,92.6,2.88,Open-Meteo ERA5,November
Kalimantan Barat,2020,12,26.0,29.4,23.6,246.6,90.06,3.52,Open-Meteo ERA5,Desember
